,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,crew
963,"August 16, 1947",NS. Ponkumar,Gautham Karthik,Revathy Sharma,Pugazh,"Action, Drama","NS. Ponkumar Gautham Karthik Revathy Sharma Pugazh Action, Drama"
964,Infinity,Sai Karthik Sundaram,Natarajan Subramaniam,Vidhya Pradeep,Munishkanth,"Crime, Thriller","Sai Karthik Sundaram Natarajan Subramaniam Vidhya Pradeep Munishkanth Crime, Thriller"
965,Yaadhum Oore Yaavarum Kelir,Venkata Krishna Roghanth,Vijay Sethupathi,Megha Akash,Magizh Thirumeni,"Drama, Action","Venkata Krishna Roghanth Vijay Sethupathi Megha Akash Magizh Thirumeni Drama, Action"
966,Rajakili,Thambi Ramaiah,Samuthirakani,Suveta Shrimpton,Miya Sree,"Drama, Family","Thambi Ramaiah Samuthirakani Suveta Shrimpton Miya Sree Drama, Family"
967,Aghori,D.S. Rajkumar,Sidhu Sid,Sonu Gowda,Sayaji Shinde,"Horror, Action","D.S. Rajkumar Sidhu Sid Sonu Gowda Sayaji Shinde Horror, Action"
968,Blue Sunshine,Samyuktha Vijayan,Samyuktha Vijayan,Geetha Kailasam,Gajaraj,Drama,Samyuktha Vijayan Samyuktha Vijayan Geetha Kailasam Gajaraj Drama
969,Mohammad Saadh,Sheik Althaf Hussain,Mohammad Saadh,unknown,unknown,Drama,Sheik Althaf Hussain Mohammad Saadh unknown unknown Drama
970,Ripupbury,Na. Arun Karthik,Mahendran,Arati Podi,Kaavya Arivumani,"Comedy, Horror","Na. Arun Karthik Mahendran Arati Podi Kaavya Arivumani Comedy, Horror"
971,Haiku Love,Rajesh Rajamani,Regin Rose,unknown,unknown,"Romance, Comedy","Rajesh Rajamani Regin Rose unknown unknown Romance, Comedy"
972,Sathiya Sothanai,Suresh Sangaiah,Premji Amaran,Swayam Siddha,Reshma Pasupuleti,"Comedy, Drama, Crime","Suresh Sangaiah Premji Amaran Swayam Siddha Reshma Pasupuleti Comedy, Drama, Crime"
973,Sync,Vikas Anand Sridharan,Kishen Das,Monica Chinnakotla,Naveen George Thomas,"Drama, Horror","Vikas Anand Sridharan Kishen Das Monica Chinnakotla Naveen George Thomas Drama, Horror"
974,Regina,Domin D'Silva,Sunaina,Ananth Nag,Nivas Adithan,"Thriller, Crime","Domin D'Silva Sunaina Ananth Nag Nivas Adithan Thriller, Crime"
975,Memories,Praveen Murugan,Vetri,Dayyana Hameed,Parvathy Arun,"Thriller, Mystery","Praveen Murugan Vetri Dayyana Hameed Parvathy Arun Thriller, Mystery"
976,Miriam Maa,Malathy Narayan,Rekha,V.J. Ashiq,Ezhil Durai,"Family, Drama","Malathy Narayan Rekha V.J. Ashiq Ezhil Durai Family, Drama"
977,Maruthi Nagar Police Station,Dayal Padmanabhan,Varalaxmi Sarathkumar,Aarav Kizar,Santhosh Prathap,"Crime, Action, Thriller","Dayal Padmanabhan Varalaxmi Sarathkumar Aarav Kizar Santhosh Prathap Crime, Action, Thriller"
978,Dhillu Irundha Poradu,S. K. Muralidharan,Karthik Doss,Anu Krishna,Vanitha Vijayakumar,Drama,S. K. Muralidharan Karthik Doss Anu Krishna Vanitha Vijayakumar Drama
979,Karumegangal Kalaiginrana,Thangar Bachan,Bharathiraja,Aditi Balan,Yogi Babu,Drama,Thangar Bachan Bharathiraja Aditi Balan Yogi Babu Drama
980,Love,R. P. Bala,Bharath Srinivasan,Vani Bhojan,Vivek Prasanna,"Romance, Thriller","R. P. Bala Bharath Srinivasan Vani Bhojan Vivek Prasanna Romance, Thriller"
981,Kuiko,Arul Chezhiyan,Vidharth,Yogi Babu,Sri Priyanka,"Drama, Family","Arul Chezhiyan Vidharth Yogi Babu Sri Priyanka Drama, Family"
982,80's Buildup,Kalyaan,Santhanam,Radhika Preeti,K. S. Ravikumar,"Comedy, Romance","Kalyaan Santhanam Radhika Preeti K. S. Ravikumar Comedy, Romance"
983,Jambu Maharishi,Balaji poobalan,Balaji poobalan,Prabhakar,Radha Ravi,Drama,Balaji poobalan Balaji poobalan Prabhakar Radha Ravi Drama
984,License,Ganapathy Balamurugan,Rajalakshmi Senthil Ganesh,Vijay Bhaarat,Radha Ravi,Drama,Ganapathy Balamurugan Rajalakshmi Senthil Ganesh Vijay Bhaarat Radha Ravi Drama
985,1000,Vidhun Chandragupthan,Mukesh,KK,Ramesh,"Crime, Comedy","Vidhun Chandragupthan Mukesh KK Ramesh Crime, Comedy"
986,Kalluri Rascals,Shaswin Raj,Ganessan Manogharan,Kishok,Riknaveen,Action,Shaswin Raj Ganessan Manogharan Kishok Riknaveen Action
987,Shoot the Kuruvi,Mathivanan,Arjai,Ashiq Hussain,Shah Ra,"Comedy, Crime","Mathivanan Arjai Ashiq Hussain Shah Ra Comedy, Crime"
988,Vaazhvu Thodangumidam Neethanae,Jeyaraj Palani,Suruthi Periyasamy,Niranjana Neithiar,Arumugavel,Drama,Jeyaraj Palani Suruthi Periyasamy Niranjana Neithiar Arumugavel Drama
989,Kannagi,Yashwanth Kishore,Keerthi Pandian,Ammu Abhirami,Vidhya Pradeep,Drama,Yashwanth Kishore Keerthi Pandian Ammu Abhirami Vidhya Pradeep Drama
990,Thudikkum Karangal,Veludoss,Vimal,Misha Narang,Sathish,"Action, Thriller","Veludoss Vimal Misha Narang Sathish Action, Thriller"
991,Vattara Vazhakku,Kannuchamy Ramachandran,Raveena Ravi,Santhosh Nambirajan,Vijay Sathya,Drama,Kannuchamy Ramachandran Raveena Ravi Santhosh Nambirajan Vijay Sathya Drama
992,Soorpanagai,Caarthick Raju,Regina Cassandra,Akshara Gowda,Sathish,"Mystery, Thriller","Caarthick Raju Regina Cassandra Akshara Gowda Sathish Mystery, Thriller"
993,Home Tour - A Bachelor Party,VJ Sidhu,VJ Sidhu,Harshath Khan,Surya Vijishankar,Comedy,VJ Sidhu VJ Sidhu Harshath Khan Surya Vijishankar Comedy
994,Karparaa,Vignesh Kumulai,Sundharammal,unknown,unknown,Drama,Vignesh Kumulai Sundharammal unknown unknown Drama
995,Moothakudi,Ravi Pargavan,Tarun Gopi,Prakash Chandra,Anvisha,"Action, Family","Ravi Pargavan Tarun Gopi Prakash Chandra Anvisha Action, Family"
996,Trap,Mukesh,Mukesh,Kanchivan,Haresh Babu,"Thriller, Mystery, Horror","Mukesh Mukesh Kanchivan Haresh Babu Thriller, Mystery, Horror"
997,Burqa,K. M. Sarjun,Kalaiyarasan,Mirnaa,G. M. Kumar,Drama,K. M. Sarjun Kalaiyarasan Mirnaa G. M. Kumar Drama
998,Harkara,Ram Arun Castro,Ram Arun Castro,Kaali Venkat,Pitchaikaran Moorthy,"History, Drama","Ram Arun Castro Ram Arun Castro Kaali Venkat Pitchaikaran Moorthy History, Drama"
999,Naadu,M. Saravanan,Tharshan Thiyagarajah,Mahima Nambiar,Singampuli,Drama,M. Saravanan Tharshan Thiyagarajah Mahima Nambiar Singampuli Drama
1000,Unnaal Ennaal,A.R.Jayakrishnaa,Sonia Agarwal,Ravi Mariya,Rajesh,,A.R.Jayakrishnaa Sonia Agarwal Ravi Mariya Rajesh 
1001,Bakasuran,Mohan G,Selvaraghavan,Natarajan Subramaniam,Radha Ravi,"Thriller, Drama","Mohan G Selvaraghavan Natarajan Subramaniam Radha Ravi Thriller, Drama"
1002,Appatha,Priyadarshan,Urvashi,Siddharth Babu,Y. G. Mahendran,"Drama, Family, Comedy","Priyadarshan Urvashi Siddharth Babu Y. G. Mahendran Drama, Family, Comedy"
1003,Odavum Mudiyadhu Oliyavum Mudiyadhu,Ramesh Venkat,Sathyamurthi .V,Gopi Aravindh,Sudhakar Jayaraman,"Horror, Action, Comedy","Ramesh Venkat Sathyamurthi .V Gopi Aravindh Sudhakar Jayaraman Horror, Action, Comedy"
1004,Bommai,Radha Mohan,S. J. Suryah,Priya Bhavani Shankar,Chandhini Tamilarasan,"Drama, Romance, Thriller","Radha Mohan S. J. Suryah Priya Bhavani Shankar Chandhini Tamilarasan Drama, Romance, Thriller"
1005,Om Vellimalai,Om Vijay,Supergood Subramani,Veera Subash,Anju Krishna Ashok,"Drama, Comedy","Om Vijay Supergood Subramani Veera Subash Anju Krishna Ashok Drama, Comedy"
1006,Raakadhan,Dinesh Kalaiselvan,Vamsi Krishna,Riyaz Khan,Dinesh Kalaiselvan,"Crime, Thriller","Dinesh Kalaiselvan Vamsi Krishna Riyaz Khan Dinesh Kalaiselvan Crime, Thriller"
1007,Die No Sirs,M.R. Madhavan,Udhay Karthik,Sai Priya Deva,Rishi Rithvik,"Action, Drama","M.R. Madhavan Udhay Karthik Sai Priya Deva Rishi Rithvik Action, Drama"
1008,Jigiri Dosthu,Aran V,Shariq Hassan,Aran V,Ammu Abhirami,"Thriller, Comedy","Aran V Shariq Hassan Aran V Ammu Abhirami Thriller, Comedy"
1009,Vinveli Devathai,Shalini Balasundaram,Shalini Balasundaram,Auro Chakkravarthy,Shamvanan,"Comedy, Romance","Shalini Balasundaram Shalini Balasundaram Auro Chakkravarthy Shamvanan Comedy, Romance"
1010,Aadhitya Arunachalam,Ben G,Gaffar,Banumathi,Shamini Ramasamy,"Action, Drama","Ben G Gaffar Banumathi Shamini Ramasamy Action, Drama"
1011,Ulagammai,Jayaprakash Veerapan,G. Marimuthu,G. M. Sundar,Gouri G Kishan,,Jayaprakash Veerapan G. Marimuthu G. M. Sundar Gouri G Kishan 
1012,Kapil Returns,Srini Soundarajan,Srini Soundarajan,Saravanan,Riyaz Khan,Drama,Srini Soundarajan Srini Soundarajan Saravanan Riyaz Khan Drama
1013,Veeman,Keera,Vijay Karthik,Venmathi,Vasagar,"Drama, Thriller","Keera Vijay Karthik Venmathi Vasagar Drama, Thriller"
1014,Kadavulukku Oru Kaditham,Abu Baker Siddiq,Sasitharan K. Rajoo,Devyanaa Hasan,B. Gobbinath,"Comedy, Crime","Abu Baker Siddiq Sasitharan K. Rajoo Devyanaa Hasan B. Gobbinath Comedy, Crime"
1015,Deiva Machan,Martyn Nirmal Kumar,Vimal,Neha Jha,Anitha Sampath,"Family, Fantasy, Drama","Martyn Nirmal Kumar Vimal Neha Jha Anitha Sampath Family, Fantasy, Drama"
1016,Akku,Stalin V,Prajin Padmanabhan,Ventakesh,Gayatri Rema,"Thriller, Crime, Horror","Stalin V Prajin Padmanabhan Ventakesh Gayatri Rema Thriller, Crime, Horror"
1017,Rajamagal,I. Henry,Aadukalam Murugadoss,Bagavathi Perumal,Velina,"Drama, Family","I. Henry Aadukalam Murugadoss Bagavathi Perumal Velina Drama, Family"
1018,Vil Vithai,S Hari Uthraa,Arun Micheal Daniel,Aarathya,Vaishnavi Naayak,Thriller,S Hari Uthraa Arun Micheal Daniel Aarathya Vaishnavi Naayak Thriller
1019,Thee Ivan,T. M. Jayamurugan,Karthik Muthuraman,Suman Jayamurugan,Sukanya,"Family, Drama","T. M. Jayamurugan Karthik Muthuraman Suman Jayamurugan Sukanya Family, Drama"
1020,Maya Bazaar,Deepban M. Vignesh,Thevaguru Suppiah,Thasha Krishnakumar,Kuben Mahadevan,"Family, Comedy, Romance","Deepban M. Vignesh Thevaguru Suppiah Thasha Krishnakumar Kuben Mahadevan Family, Comedy, Romance"
1021,A Fly Floating In The Midst Of The Milk,Lingeshwer S,Sathya Kanagavel,Sam Kumar,unknown,"Drama, Thriller","Lingeshwer S Sathya Kanagavel Sam Kumar unknown Drama, Thriller"
1022,Web,N Haroon,Natarajan Subramaniam,Shilpa Manjunath,Subha Priya Malar,Thriller,N Haroon Natarajan Subramaniam Shilpa Manjunath Subha Priya Malar Thriller
1023,Sand,Visakesa Chandrasekaram,Sivakumar Lingeswaran,Kamala Sri Mohan Kumar,Thurkka Magendran,Drama,Visakesa Chandrasekaram Sivakumar Lingeswaran Kamala Sri Mohan Kumar Thurkka Magendran Drama
1024,Echo,Nawin Ghanesh,Srikanth,Vidhya Pradeep,Pooja Jhaveri,"Thriller, Horror","Nawin Ghanesh Srikanth Vidhya Pradeep Pooja Jhaveri Thriller, Horror"
1025,Va Varalam Va,Suresh Babu .R,Balaji Murugadoss,Mahana Sanjeevi,Redin Kingsley,"Comedy, Thriller, Drama","Suresh Babu .R Balaji Murugadoss Mahana Sanjeevi Redin Kingsley Comedy, Thriller, Drama"
1026,Mathimaran,Mantra Veerapandian,Ivana,Venkat Senguttuvan,M. S. Bhaskar,"Crime, Drama","Mantra Veerapandian Ivana Venkat Senguttuvan M. S. Bhaskar Crime, Drama"
1027,The Copper Story: Untold,Latha Krishna,unknown,unknown,unknown,,Latha Krishna unknown unknown unknown 
1028,Maalai Nera Malipoo,Sanjay Narayanan,Vinithra Madhavan Menon,Master Ashwin,Dhinesh Pandiyar,Drama,Sanjay Narayanan Vinithra Madhavan Menon Master Ashwin Dhinesh Pandiyar Drama
1029,Saandrithazh,J.V.R,Harikumar,Ashika Ashokan,Roshan Basheer,"Drama, Thriller","J.V.R Harikumar Ashika Ashokan Roshan Basheer Drama, Thriller"
1030,Locker,Rajasekar Natarajan,Vignesh Shanmugam,Niranjani Ashokan,Nivas Adithan,"Romance, Thriller","Rajasekar Natarajan Vignesh Shanmugam Niranjani Ashokan Nivas Adithan Romance, Thriller"
1031,Do Over,Sharvi,Maanav,Maria Pinto,Neffie Amelia,Drama,Sharvi Maanav Maria Pinto Neffie Amelia Drama
1032,Thalli Pogathey,Guna Jayakumar,Thevaguru Suppiah,Hamsni Perumal,Renny Martin,"Drama, Romance, Music","Guna Jayakumar Thevaguru Suppiah Hamsni Perumal Renny Martin Drama, Romance, Music"
1033,Thuritham,V. Srinivasan,Sandiyar Jegan,Eden Kuriakose,Balasaravanan,"Thriller, Romance","V. Srinivasan Sandiyar Jegan Eden Kuriakose Balasaravanan Thriller, Romance"
1034,Bell,R. Vengat Bhuvan,Guru Somasundaram,Nithish Veera,Sridhar,"Mystery, Thriller","R. Vengat Bhuvan Guru Somasundaram Nithish Veera Sridhar Mystery, Thriller"
1035,The Happening: Scuffle,Jaidev,Jaidev,Sohan Shetty,Hari Haran R,"Thriller, Science Fiction, Horror","Jaidev Jaidev Sohan Shetty Hari Haran R Thriller, Science Fiction, Horror"
1036,Black 'n' White,S. Dheekshi,Karthik Raj,Arthika,Shravnitha,Drama,S. Dheekshi Karthik Raj Arthika Shravnitha Drama
1037,Aayiram Porkaasugal,Ravi Murukaya,Vidharth,Arundhathi Nair,Saravanan,"Comedy, Romance, Drama","Ravi Murukaya Vidharth Arundhathi Nair Saravanan Comedy, Romance, Drama"
1038,Kabadi Bro,Sathish Jayaraman,Sujann Chandru,Priya Laal,Singampuli,,Sathish Jayaraman Sujann Chandru Priya Laal Singampuli 
1039,Kaaval The Movie,R. Lawrence,R. Lawrence,Thivya Naidu,Aghonderan Sahadevan II,"Crime, Drama","R. Lawrence R. Lawrence Thivya Naidu Aghonderan Sahadevan II Crime, Drama"
1040,Club House,Amin,Deisho Sivabaalan,Shamvanan,Leanesh Sivabaalan,"Action, Thriller","Amin Deisho Sivabaalan Shamvanan Leanesh Sivabaalan Action, Thriller"
1041,Marakkave Ninaikiren,Nava Yugan A A,Rishikanth,Rohini Natarajan,Vadivel Murugan,"Drama, Romance","Nava Yugan A A Rishikanth Rohini Natarajan Vadivel Murugan Drama, Romance"
1042,Aathmika,Unknown,unknown,unknown,unknown,"Horror, Thriller","Unknown unknown unknown unknown Horror, Thriller"
1043,BOYS,Saran,Saran,Praneet Raj,Raaja Kondalaia,"Comedy, Crime, Thriller","Saran Saran Praneet Raj Raaja Kondalaia Comedy, Crime, Thriller"
1044,Aagayam Tholaindhu Pogum,Akilash Sooravally,Sanjoey,Vidhya Shanmugam,unknown,Romance,Akilash Sooravally Sanjoey Vidhya Shanmugam unknown Romance
1045,Yokkiyan,Saipraba Meena,Jai Akash,Rs Kavitha,Kushi Mugar Ji,Thriller,Saipraba Meena Jai Akash Rs Kavitha Kushi Mugar Ji Thriller
1046,Theedhum Soodhum Endhan Mugavari,Ghitha Mohhan,Sreekumar Jay,Angana Arya,Avinash,"Crime, Thriller","Ghitha Mohhan Sreekumar Jay Angana Arya Avinash Crime, Thriller"
1047,Pudhu Vedham,Rasavikram,J Vignesh,Ramesh Thilaganathan,Varunika,Drama,Rasavikram J Vignesh Ramesh Thilaganathan Varunika Drama
1048,Sila Nodigalil,Vinay Bharadwaj,Richard Rishi,Punnagai Poo Gheetha,Yashika Anand,"Mystery, Drama, Thriller","Vinay Bharadwaj Richard Rishi Punnagai Poo Gheetha Yashika Anand Mystery, Drama, Thriller"
1049,GR3Y,Nishanth Manisekar,Kuldeep Kolle,Joseph Wesley,Kuldeep Kolle,"Mystery, Thriller, Fantasy","Nishanth Manisekar Kuldeep Kolle Joseph Wesley Kuldeep Kolle Mystery, Thriller, Fantasy"
1050,Noodles,Madhan Kumar Dhakshinamoorthy,Harish Uthaman,Sheela Rajkumar,Madhan Kumar Dhakshinamoorthy,Thriller,Madhan Kumar Dhakshinamoorthy Harish Uthaman Sheela Rajkumar Madhan Kumar Dhakshinamoorthy Thriller
1051,Kadamai,Fleming christy,Nitish,Fleming christy,Yovien,Drama,Fleming christy Nitish Fleming christy Yovien Drama
1052,Kuttrappinnani,N.P. Ismail,Saravanan,Deepali,Dhakshayini,,N.P. Ismail Saravanan Deepali Dhakshayini 
1053,Addiction,Vidhun Chandragupthan,Mukesh,N Praveen,Maadhavan Ramesh,Drama,Vidhun Chandragupthan Mukesh N Praveen Maadhavan Ramesh Drama
1054,Siruvan Samuel,Sadhu Burlington,Ajidhan Thavasimuthu,Vishnu K G,Mersin,"Family, Drama","Sadhu Burlington Ajidhan Thavasimuthu Vishnu K G Mersin Family, Drama"
1055,Seri... Ippo Enna Panlam?,Sriram Jagathisan,Sharath Venkateswaran,Anam Saatvik Reddy,LC Vigneshwaran,Comedy,Sriram Jagathisan Sharath Venkateswaran Anam Saatvik Reddy LC Vigneshwaran Comedy
1056,Striker,S. A. Prabu,Justin Vijay,Vidhya Pradeep,Kasturi Shankar,"Horror, Thriller","S. A. Prabu Justin Vijay Vidhya Pradeep Kasturi Shankar Horror, Thriller"
1057,1982 Anbarasin Kaadhal,Ullas Shankar,Ashik Merlin,Arunima Raj,Amal Raveendran,"Romance, Thriller","Ullas Shankar Ashik Merlin Arunima Raj Amal Raveendran Romance, Thriller"
1058,Maatrangale Vidai,Vignesh,Mithran,Sriram,Ansari,"Music, Drama","Vignesh Mithran Sriram Ansari Music, Drama"
1059,Aramudaitha Kombu,Jackson Raj,A.K Anand,Jesi Rathnavathy,unknown,Drama,Jackson Raj A.K Anand Jesi Rathnavathy unknown Drama
1060,Prisoners,Koshal Ram Vaikunth,Ashwin Kumar,Roshan Raj,unknown,Drama,Koshal Ram Vaikunth Ashwin Kumar Roshan Raj unknown Drama
1061,Today's Sunlight Falls Weakly on You,Lim Yuzheng,Sithira Thevi,unknown,unknown,,Lim Yuzheng Sithira Thevi unknown unknown 
1062,Jai Vijayam,Jai Akash,Jai Akash,Akshaya Kandamuthan,Atchaya Ray,Thriller,Jai Akash Jai Akash Akshaya Kandamuthan Atchaya Ray Thriller
1063,Racer,Satz Rex,Akil Santhosh,Lavanya Anbazhagan,Arumugam Bala,"Action, Drama","Satz Rex Akil Santhosh Lavanya Anbazhagan Arumugam Bala Action, Drama"
1064,Enaku Endey Kidaiyaathu,Vikram Ramesh,Vikram Ramesh,Karthik Venkatraman,Swayam Siddha,"Mystery, Thriller","Vikram Ramesh Vikram Ramesh Karthik Venkatraman Swayam Siddha Mystery, Thriller"
1065,Thiraiyin Marupakkam,Nitin Samson,Mohammed Ghouse,Natarajan Manigandan,Hema Genelia,"Comedy, Drama","Nitin Samson Mohammed Ghouse Natarajan Manigandan Hema Genelia Comedy, Drama"
1066,Abijith's Alone,Abijith Jay,Abijith Jay,Shafna Ashraf,Agnel Niju,Drama,Abijith Jay Abijith Jay Shafna Ashraf Agnel Niju Drama
1067,Kidugu,veera murugan,Kalloori Vinoth,Birla Bose,Komban Enba,,veera murugan Kalloori Vinoth Birla Bose Komban Enba 
1068,Aima,Rahul R Krishna,Yunus Mohammed,Shanmugam Ramasamy,Elvin Juliet,"Thriller, Mystery","Rahul R Krishna Yunus Mohammed Shanmugam Ramasamy Elvin Juliet Thriller, Mystery"
1069,Diary,Vathani Kunasegarran,Ravin Rao Santeran,Hamsni Perumal,Shahstan Kurup,"Horror, Mystery","Vathani Kunasegarran Ravin Rao Santeran Hamsni Perumal Shahstan Kurup Horror, Mystery"
1070,Naayaadi,Aadharsh Madhikaandham,Aadharsh Madhikaandham,Kadhambari Sowmya,Malavika Manoj,,Aadharsh Madhikaandham Aadharsh Madhikaandham Kadhambari Sowmya Malavika Manoj 
1071,Bumper,M. Selvakumar,Vetri,Shivani Narayanan,Hareesh Peradi,"Drama, Action, Comedy","M. Selvakumar Vetri Shivani Narayanan Hareesh Peradi Drama, Action, Comedy"
1072,Route No 17,Unknown,unknown,unknown,unknown,,Unknown unknown unknown unknown 
1073,STRIKER'S GAME,Praneet Raj,Saran,Sowntharya Maran,Raaja Kondalaia,"Crime, Comedy, Drama","Praneet Raj Saran Sowntharya Maran Raaja Kondalaia Crime, Comedy, Drama"
1074,Oongi Adicha Ondra Ton Weightu Da,Siva G,Siva G,Himasree,unknown,"Crime, Drama","Siva G Siva G Himasree unknown Crime, Drama"
1075,Anbendraale Amma,Shafiq,Mukesh,Harini Srinivasan,Bala Viknesh,"Family, Drama","Shafiq Mukesh Harini Srinivasan Bala Viknesh Family, Drama"
1076,Ninaivo Oru Paravai,Kabilan Plondran,Karnan Kanapathy,Thivya Naidu,unknown,,Kabilan Plondran Karnan Kanapathy Thivya Naidu unknown 
1077,Rider Rukmani,Guhan,Jesey Rukkmani,Kavitha Ravi,unknown,Drama,Guhan Jesey Rukkmani Kavitha Ravi unknown Drama
1078,Nightingales in the Cocoon,Praveen Giri,Sundar,Abhinav,unknown,,Praveen Giri Sundar Abhinav unknown 
1079,Karuppu Pakkam,Broadway Sundar,Raj Kapoor,Sincy Shajan,Vajra Ram,Drama,Broadway Sundar Raj Kapoor Sincy Shajan Vajra Ram Drama
1080,Narkaram,John Lee,Vikran,Pavithra,John Lee,Crime,John Lee Vikran Pavithra John Lee Crime
1081,Naam Katra Isai,Saresh D'seven,unknown,unknown,unknown,,Saresh D'seven unknown unknown unknown 
1082,KanNeera,Kathir Raven S,Kathir Raven S,Maya Glammy,Nanthakumar-NKR,Romance,Kathir Raven S Kathir Raven S Maya Glammy Nanthakumar-NKR Romance
1083,COMPANION,Vignesh Paramasivam,Pasupathi Raj,Leela Samson,unknown,Drama,Vignesh Paramasivam Pasupathi Raj Leela Samson unknown Drama
1084,Yellow Cat in Memory Lane,T.Pandiaraju,T. K. Doraiswamy,unknown,unknown,Documentary,T.Pandiaraju T. K. Doraiswamy unknown unknown Documentary
1085,"Platform Ghosts – Turker, Farmer, Bot",Aarti Sunder,unknown,unknown,unknown,Documentary,Aarti Sunder unknown unknown unknown Documentary
1086,Harbour Chapter 1,Megna,Megna,Hussaini,Dr SK,"Action, Drama","Megna Megna Hussaini Dr SK Action, Drama"
1087,Dance Today,Unknown,unknown,unknown,unknown,Drama,Unknown unknown unknown unknown Drama
1088,Thuvaanam,Sivan Suthan,unknown,unknown,unknown,,Sivan Suthan unknown unknown unknown 
1089,Saayai,Shailesh Nathan,Mukesh,KK,Balachandar,"Drama, Crime, Thriller","Shailesh Nathan Mukesh KK Balachandar Drama, Crime, Thriller"
1090,Jenni,B.Nithianandam,unknown,unknown,unknown,,B.Nithianandam unknown unknown unknown 
1091,Siruthuli Peruvellam,Vignesh,Mithran,Dharmalingam,Vidhun Chandragupthan,Drama,Vignesh Mithran Dharmalingam Vidhun Chandragupthan Drama
1092,Kodai,Unknown,unknown,unknown,unknown,"Comedy, Drama, Music","Unknown unknown unknown unknown Comedy, Drama, Music"
1093,120 KMPH,Unknown,unknown,unknown,unknown,Drama,Unknown unknown unknown unknown Drama
1094,The Failed Artist,L. S. Madhesh,L. S. Madhesh,Monish Suresh,unknown,Drama,L. S. Madhesh L. S. Madhesh Monish Suresh unknown Drama
1095,Demonte Colony 2,R. Ajay Gnanamuthu,Arulnithi,Priya Bhavani Shankar,Tsering Dorjee Bawa,"Horror, Thriller","R. Ajay Gnanamuthu Arulnithi Priya Bhavani Shankar Tsering Dorjee Bawa Horror, Thriller"
1096,Maharaja,Nithilan Saminathan,Vijay Sethupathi,Anurag Kashyap,Sachana Namidass,"Action, Thriller","Nithilan Saminathan Vijay Sethupathi Anurag Kashyap Sachana Namidass Action, Thriller"
1097,Vettaiyan,T. J. Gnanavel,Rajinikanth,Amitabh Bachchan,Fahadh Faasil,"Crime, Drama","T. J. Gnanavel Rajinikanth Amitabh Bachchan Fahadh Faasil Crime, Drama"
1098,The Greatest of All Time,Venkat Prabhu,Vijay,Prashanth,Prabhu Deva,"Action, Drama, Thriller","Venkat Prabhu Vijay Prashanth Prabhu Deva Action, Drama, Thriller"
1099,Siren,Anthony Bhagyaraj,Jayam Ravi,Keerthy Suresh,Samuthirakani,"Thriller, Crime, Action","Anthony Bhagyaraj Jayam Ravi Keerthy Suresh Samuthirakani Thriller, Crime, Action"
1100,Kanguva,Siva,Suriya,Bobby Deol,Disha Patani,"Drama, Action","Siva Suriya Bobby Deol Disha Patani Drama, Action"
1101,Vaazhai,Mari Selvaraj,Ponvel,Rahul R.,Kalaiyarasan,"Drama, Family","Mari Selvaraj Ponvel Rahul R. Kalaiyarasan Drama, Family"
1102,Amaran,Rajkumar Periasamy,Sivakarthikeyan,Sai Pallavi,Rahul Bose,"Action, Drama, War","Rajkumar Periasamy Sivakarthikeyan Sai Pallavi Rahul Bose Action, Drama, War"
1103,Raayan,Dhanush,Dhanush,Dushara Vijayan,Sundeep Kishan,"Action, Drama, Thriller","Dhanush Dhanush Dushara Vijayan Sundeep Kishan Action, Drama, Thriller"
1104,Lubber Pandhu,Tamizharasan Pachamuthu,Harish Kalyan,Sanjana Krishnamoorthy,Dinesh Ravi,"Family, Romance, Drama, Comedy","Tamizharasan Pachamuthu Harish Kalyan Sanjana Krishnamoorthy Dinesh Ravi Family, Romance, Drama, Comedy"
1105,Kottukkaali,P. S. Vinothraj,Anna Ben,Soori,Jawahar Sakthi,Drama,P. S. Vinothraj Anna Ben Soori Jawahar Sakthi Drama
1106,Akkaran,Arun K Prasad,M. S. Bhaskar,Kabali Vishwanth,Venba,"Thriller, Crime","Arun K Prasad M. S. Bhaskar Kabali Vishwanth Venba Thriller, Crime"
1107,Thangalaan,Pa. Ranjith,Vikram,Parvathy Thiruvothu,Malavika Mohanan,"Adventure, Action, Fantasy, History","Pa. Ranjith Vikram Parvathy Thiruvothu Malavika Mohanan Adventure, Action, Fantasy, History"
1108,Indian 2: Zero Tolerance,Shankar,Kamal Haasan,Siddharth,Priya Bhavani Shankar,"Drama, Action, Thriller","Shankar Kamal Haasan Siddharth Priya Bhavani Shankar Drama, Action, Thriller"
1109,Aalan,R. Siva,Vetri,Anu Sithara,Mathura,Drama,R. Siva Vetri Anu Sithara Mathura Drama
1110,Weapon,Guhan Senniappan,Sathyaraj,Vasanth Ravi,Tanya Hope,"Action, Thriller","Guhan Senniappan Sathyaraj Vasanth Ravi Tanya Hope Action, Thriller"
1111,Soorarai Pottru,Sudha Kongara Prasad,Suriya,Aparna Balamurali,Paresh Rawal,"Drama, Action","Sudha Kongara Prasad Suriya Aparna Balamurali Paresh Rawal Drama, Action"
1112,Captain Miller,Arun Matheswaran,Dhanush,Priyanka Arul Mohan,Nivedhithaa Sathish,"Action, War","Arun Matheswaran Dhanush Priyanka Arul Mohan Nivedhithaa Sathish Action, War"
